user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
GL_R10_GL11_UP_3_G2.2.1.1.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_004293655.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp004293655	77.79	0.31	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	Placement	taxonomic classification fully defined by topology	GCF_001598235.1, s__Polaromonas jejuensis, 95.0, 78.04, 0.41; GCF_003711205.1, s__Polaromonas sp003711205, 95.0, 78.02, 0.48; GCF_000282655.1, s__Polaromonas sp000282655, 95.0, 78.0, 0.41; GCF_000709345.1, s__Polaromonas glacialis, 95.0, 77.93, 0.4; GCF_000015505.1, s__Polaromonas naphthalenivorans, 95.0, 77.91, 0.45; GCF_900116715.1, s__Polaromonas sp900116715, 95.0, 77.89, 0.44; GCF_000751355.1, s__Polaromonas sp000751355, 95.0, 77.81, 0.41; GCF_002379095.1, s__Polaromonas sp002379095, 95.0, 77.79, 0.41; GCF_900103405.1, s__Polaromonas sp900103405, 95.0, 77.76, 0.43; GCA_002256925.1, s__Polaromonas sp002256925, 95.0, 77.74, 0.28; GCA_002278925.1, s__Polaromonas sp002278925, 95.0, 77.74, 0.38; GCF_002379085.1, s__Polaromonas sp002379085, 95.0, 77.73, 0.39; GCF_000013865.1, s__Polaromonas sp000013865, 95.0, 77.72, 0.43; GCF_900112285.1, s__Polaromonas sp900112285, 95.0, 77.64, 0.41; GCF_000688115.1, s__Polaromonas sp000688115, 95.0, 77.5, 0.36; GCA_001770785.1, s__Polaromonas sp001770785, 95.0, 77.46, 0.28; GCA_002381615.1, s__Polaromonas sp002381615, 95.0, 77.4, 0.34; GCF_002001015.1, s__Polaromonas sp002001015, 95.0, 77.29, 0.33; GCA_002413395.1, s__Polaromonas sp002413395, 95.0, 77.08, 0.31	69.68	11	0.978493458328	N/A
GL_R8_GL11_UP_1_G1.2.2.1.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_004293655.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp004293655	77.71	0.29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	Placement	taxonomic classification fully defined by topology	GCF_003711205.1, s__Polaromonas sp003711205, 95.0, 78.1, 0.39; GCF_000015505.1, s__Polaromonas naphthalenivorans, 95.0, 78.01, 0.39; GCA_002256925.1, s__Polaromonas sp002256925, 95.0, 77.95, 0.22; GCF_000282655.1, s__Polaromonas sp000282655, 95.0, 77.88, 0.37; GCF_900116715.1, s__Polaromonas sp900116715, 95.0, 77.86, 0.39; GCF_001598235.1, s__Polaromonas jejuensis, 95.0, 77.84, 0.4; GCF_002379095.1, s__Polaromonas sp002379095, 95.0, 77.83, 0.34; GCF_000013865.1, s__Polaromonas sp000013865, 95.0, 77.82, 0.38; GCF_000709345.1, s__Polaromonas glacialis, 95.0, 77.79, 0.4; GCF_000751355.1, s__Polaromonas sp000751355, 95.0, 77.78, 0.38; GCA_002278925.1, s__Polaromonas sp002278925, 95.0, 77.78, 0.36; GCF_002379085.1, s__Polaromonas sp002379085, 95.0, 77.7, 0.36; GCF_900103405.1, s__Polaromonas sp900103405, 95.0, 77.69, 0.38; GCF_000688115.1, s__Polaromonas sp000688115, 95.0, 77.63, 0.34; GCF_900112285.1, s__Polaromonas sp900112285, 95.0, 77.5, 0.38; GCA_002381615.1, s__Polaromonas sp002381615, 95.0, 77.46, 0.34; GCA_001770785.1, s__Polaromonas sp001770785, 95.0, 77.31, 0.27; GCA_002413395.1, s__Polaromonas sp002413395, 95.0, 77.21, 0.28; GCF_002001015.1, s__Polaromonas sp002001015, 95.0, 77.18, 0.29	88.99	11	0.978014591715	Genome has more than 12.5% of markers with multiple hits
GL_R9_GL11_UP_2_G4.2.2.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_004293655.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp004293655	77.6	0.29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	Placement	taxonomic classification fully defined by topology	GCF_003711205.1, s__Polaromonas sp003711205, 95.0, 77.98, 0.42; GCF_001598235.1, s__Polaromonas jejuensis, 95.0, 77.96, 0.38; GCF_900116715.1, s__Polaromonas sp900116715, 95.0, 77.88, 0.43; GCF_000015505.1, s__Polaromonas naphthalenivorans, 95.0, 77.86, 0.43; GCF_000751355.1, s__Polaromonas sp000751355, 95.0, 77.84, 0.39; GCF_002379085.1, s__Polaromonas sp002379085, 95.0, 77.8, 0.37; GCF_000709345.1, s__Polaromonas glacialis, 95.0, 77.73, 0.4; GCF_000282655.1, s__Polaromonas sp000282655, 95.0, 77.72, 0.41; GCA_002256925.1, s__Polaromonas sp002256925, 95.0, 77.72, 0.25; GCA_002278925.1, s__Polaromonas sp002278925, 95.0, 77.67, 0.37; GCF_002379095.1, s__Polaromonas sp002379095, 95.0, 77.67, 0.38; GCF_000013865.1, s__Polaromonas sp000013865, 95.0, 77.66, 0.4; GCF_900103405.1, s__Polaromonas sp900103405, 95.0, 77.64, 0.43; GCA_002381615.1, s__Polaromonas sp002381615, 95.0, 77.57, 0.34; GCF_900112285.1, s__Polaromonas sp900112285, 95.0, 77.51, 0.4; GCA_002413395.1, s__Polaromonas sp002413395, 95.0, 77.42, 0.3; GCF_000688115.1, s__Polaromonas sp000688115, 95.0, 77.38, 0.35; GCA_001770785.1, s__Polaromonas sp001770785, 95.0, 77.35, 0.29; GCF_002001015.1, s__Polaromonas sp002001015, 95.0, 77.04, 0.34	92.78	11	0.977842533845	N/A
GL_R18_GL16_UP_2_maxbin_res.019.fasta_sub.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_004293655.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp004293655	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	Placement	taxonomic classification fully defined by topology	GCF_000015505.1, s__Polaromonas naphthalenivorans, 95.0, 77.84, 0.21; GCF_000688115.1, s__Polaromonas sp000688115, 95.0, 77.8, 0.03; GCF_900116715.1, s__Polaromonas sp900116715, 95.0, 77.57, 0.24; GCF_002379085.1, s__Polaromonas sp002379085, 95.0, 77.48, 0.22; GCF_000013865.1, s__Polaromonas sp000013865, 95.0, 77.39, 0.03; GCF_000709345.1, s__Polaromonas glacialis, 95.0, 77.36, 0.24; GCF_000282655.1, s__Polaromonas sp000282655, 95.0, 77.26, 0.22; GCF_000751355.1, s__Polaromonas sp000751355, 95.0, 77.23, 0.24; GCF_001598235.1, s__Polaromonas jejuensis, 95.0, 77.2, 0.21; GCA_002278925.1, s__Polaromonas sp002278925, 95.0, 77.2, 0.23; GCF_900112285.1, s__Polaromonas sp900112285, 95.0, 77.19, 0.23; GCF_003711205.1, s__Polaromonas sp003711205, 95.0, 77.16, 0.27; GCF_002379095.1, s__Polaromonas sp002379095, 95.0, 77.13, 0.24; GCF_900103405.1, s__Polaromonas sp900103405, 95.0, 77.13, 0.24; GCF_002001015.1, s__Polaromonas sp002001015, 95.0, 76.99, 0.23	37.38	11	0.977606408531	N/A
GL_R68_GL53_UP_2_G59.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_002001015.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp002001015	82.09	0.68	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	Placement	taxonomic classification fully defined by topology	GCF_002379085.1, s__Polaromonas sp002379085, 95.0, 83.88, 0.75; GCF_002379095.1, s__Polaromonas sp002379095, 95.0, 83.72, 0.74; GCA_002278925.1, s__Polaromonas sp002278925, 95.0, 83.72, 0.74; GCF_900103405.1, s__Polaromonas sp900103405, 95.0, 81.38, 0.62; GCF_003711205.1, s__Polaromonas sp003711205, 95.0, 81.25, 0.61; GCF_000282655.1, s__Polaromonas sp000282655, 95.0, 81.22, 0.62; GCF_900116715.1, s__Polaromonas sp900116715, 95.0, 80.86, 0.6; GCF_001598235.1, s__Polaromonas jejuensis, 95.0, 80.81, 0.55; GCF_000015505.1, s__Polaromonas naphthalenivorans, 95.0, 80.64, 0.51; GCF_000013865.1, s__Polaromonas sp000013865, 95.0, 80.5, 0.58; GCF_900112285.1, s__Polaromonas sp900112285, 95.0, 80.41, 0.49; GCF_000709345.1, s__Polaromonas glacialis, 95.0, 80.41, 0.5; GCA_002256925.1, s__Polaromonas sp002256925, 95.0, 79.88, 0.47; GCF_000751355.1, s__Polaromonas sp000751355, 95.0, 79.86, 0.49; GCF_000688115.1, s__Polaromonas sp000688115, 95.0, 79.58, 0.43; GCA_002381615.1, s__Polaromonas sp002381615, 95.0, 79.49, 0.43; GCA_001770785.1, s__Polaromonas sp001770785, 95.0, 79.42, 0.38; GCA_002413395.1, s__Polaromonas sp002413395, 95.0, 79.1, 0.36; GCA_004293655.1, s__Polaromonas sp004293655, 95.0, 78.31, 0.44	82.66	11	0.98921939494	N/A
GL_R1_GL5_UP_1_maxbin_res.037.fasta.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	40.42	11	0.958345016526	Genome has more than 11.7% of markers with multiple hits
GL_R56_GL46_UP_1_maxbin_res.023.fasta_sub.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	50.08	11	0.957351682392	Genome has more than 15.8% of markers with multiple hits
GL_R68_GL53_UP_2_maxbin_res.058.fasta_sub.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	52.62	11	0.956579737069	Genome has more than 20.8% of markers with multiple hits
GL_R81_GL56_UP_2_maxbin_res.071.fasta_sub.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	30.81	11	0.956432073273	Genome has more than 12.5% of markers with multiple hits
GL_R22_GL16_DN_3_maxbin_res.036.fasta_sub.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	23.04	11	0.95514152762	N/A
GL_R58_GL46_UP_3_maxbin_res.019.fasta.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	55.69	11	0.954405813788	Genome has more than 15.8% of markers with multiple hits
GL_R19_GL16_UP_3_maxbin_res.021.fasta_sub.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	43.63	11	0.952624364198	Genome has more than 10.0% of markers with multiple hits
GL_R21_GL16_DN_2_maxbin_res.034.fasta_sub.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	35.48	11	0.952552732998	N/A
GL_R18_GL16_UP_2_C2.2.1.1.1_sub.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	23.97	11	0.952226815228	N/A
GL_R80_GL56_UP_1_O5.1.7_sub.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	66.29	11	0.951413796683	Genome has more than 11.7% of markers with multiple hits
GL_R80_GL56_UP_1_B5.1.2.1.1_sub.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	39.82	11	0.950790715112	N/A
GL_R3_GL5_UP_3_maxbin_res.005.fasta.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	89.56	11	0.950611541673	N/A
GL_R18_GL16_UP_2_G2.2.1.2.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	84.01	11	0.950446779749	N/A
GL_R58_GL46_UP_3_G2.1.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	65.46	11	0.950369420334	Genome has more than 16.7% of markers with multiple hits
GL_R19_GL16_UP_3_maxbin_res.025.fasta.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	91.67	11	0.950252955038	N/A
GL_R1_GL5_UP_1_maxbin_res.012.fasta.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	75.32	11	0.950060312827	N/A
GL_R22_GL16_DN_3_maxbin_res.039.fasta.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	84.86	11	0.949878559849	Genome has more than 20.0% of markers with multiple hits
GL_R22_GL16_DN_3_P1.2.1.3.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	95.89	11	0.949640478714	N/A
GL_R9_GL11_UP_2_G4.1.2.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	62.1	11	0.949639484678	N/A
GL_R3_GL5_UP_3_G3.2.1.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	76.55	11	0.949509944388	Genome has more than 26.7% of markers with multiple hits
GL_R2_GL5_UP_2_G1.2.2.1.1.1.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	84.62	11	0.949436392403	Genome has more than 18.3% of markers with multiple hits
GL_R59_GL47_UP_1_maxbin_res.014.fasta.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	59.37	11	0.949410686627	N/A
GL_R1_GL5_UP_1_maxbin_res.005.fasta_sub.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	46.07	11	0.949188478835	N/A
GL_R3_GL5_UP_3_G2.3.1.2_sub.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	89.25	11	0.949155594149	Genome has more than 11.7% of markers with multiple hits
GL_R59_GL47_UP_1_P1.2.2.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	94.6	11	0.948989741283	N/A
GL_R68_GL53_UP_2_maxbin_res.019.fasta.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	85.14	11	0.948948704531	N/A
GL_R56_GL46_UP_1_maxbin_res.008.fasta.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	87.84	11	0.948027720873	N/A
GL_R68_GL53_UP_2_O7.2.1.1.1.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__	N/A	N/A	N/A	N/A	N/A	GCA_005789825.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__Limnohabitans sp005789825	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__	Placement	taxonomic classification fully defined by topology	GCF_003063475.1, s__Limnohabitans curvus, 95.0, 76.75, 0.09; GCA_002282445.1, s__Limnohabitans sp002282445, 95.0, 76.61, 0.08; GCF_003063265.1, s__Limnohabitans sp003063265, 95.0, 76.53, 0.11; GCF_003063315.1, s__Limnohabitans sp003063315, 95.0, 76.5, 0.11; GCF_003063355.1, s__Limnohabitans sp003063355, 95.0, 76.47, 0.11; GCF_003063545.1, s__Limnohabitans sp003063545, 95.0, 76.43, 0.08; GCF_001412535.1, s__Limnohabitans sp001412535, 95.0, 76.42, 0.11; GCF_002778315.1, s__Limnohabitans sp002778315, 95.0, 76.41, 0.09; GCF_001269345.1, s__Limnohabitans sp001269345, 95.0, 76.4, 0.1; GCA_002256145.1, s__Limnohabitans sp002256145, 95.0, 76.37, 0.11; GCF_003063435.1, s__Limnohabitans sp003063435, 95.0, 76.35, 0.12; GCF_003063455.1, s__Limnohabitans parvus, 95.0, 76.34, 0.1; GCF_003063665.1, s__Limnohabitans sp003063665, 95.0, 76.32, 0.09; GCF_003063505.1, s__Limnohabitans sp003063505, 95.0, 76.32, 0.11; GCF_001269365.1, s__Limnohabitans sp001269365, 95.0, 76.31, 0.07; GCF_002778285.1, s__Limnohabitans sp002778285, 95.0, 76.26, 0.12; GCF_001269385.1, s__Limnohabitans sp001269385, 95.0, 76.25, 0.12; GCF_001412575.1, s__Limnohabitans sp001412575, 95.0, 76.23, 0.09; GCF_000293865.2, s__Limnohabitans sp000293865, 95.0, 76.2, 0.11; GCF_002778275.1, s__Limnohabitans sp002778275, 95.0, 76.18, 0.12; GCF_001517545.1, s__Limnohabitans sp001517545, 95.0, 76.18, 0.11; GCF_001270065.2, s__Limnohabitans planktonicus, 95.0, 76.15, 0.13; GCF_003063575.1, s__Limnohabitans sp003063575, 95.0, 76.14, 0.12; GCF_002778325.1, s__Limnohabitans sp002778325, 95.0, 76.14, 0.08; GCF_003063415.1, s__Limnohabitans sp003063415, 95.0, 76.01, 0.1; GCA_002255935.1, s__Limnohabitans sp002255935, 95.0, 76.0, 0.1; GCF_003063335.1, s__Limnohabitans sp003063335, 95.0, 75.96, 0.12; GCF_003063645.1, s__Limnohabitans sp003063645, 95.0, 75.89, 0.12; GCF_003063375.1, s__Limnohabitans sp003063375, 95.0, 75.77, 0.08	57.14	11	0.959981169625	Genome has more than 13.3% of markers with multiple hits
